instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
15350,2012-10-06,Winter,2012,10,18,0,6,0,Clear/Partly Cloudy,0.52,0.5,0.48,0.4179,183,312,495,Evening Rush Hour
15351,2012-10-06,Winter,2012,10,19,0,6,0,Clear/Partly Cloudy,0.48,0.4697,0.55,0.2239,102,239,341,Evening Rush Hour
15352,2012-10-06,Winter,2012,10,20,0,6,0,Clear/Partly Cloudy,0.48,0.4697,0.55,0.2537,75,172,247,Non-Rush Hour
15353,2012-10-06,Winter,2012,10,21,0,6,0,Clear/Partly Cloudy,0.46,0.4545,0.59,0.1343,78,137,215,Non-Rush Hour
15354,2012-10-06,Winter,2012,10,22,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.62,0.1343,45,140,185,Non-Rush Hour
15355,2012-10-06,Winter,2012,10,23,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.62,0.1343,37,142,179,Non-Rush Hour
15356,2012-10-07,Winter,2012,10,0,0,0,0,Clear/Partly Cloudy,0.44,0.4394,0.62,0.1642,28,99,127,Non-Rush Hour
15357,2012-10-07,Winter,2012,10,1,0,0,0,Clear/Partly Cloudy,0.44,0.4394,0.54,0.2239,29,80,109,Non-Rush Hour
15358,2012-10-07,Winter,2012,10,2,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.62,0.1343,10,64,74,Non-Rush Hour
15359,2012-10-07,Winter,2012,10,3,0,0,0,Misty/Cloudy,0.44,0.4394,0.62,0.1343,5,17,22,Non-Rush Hour
15360,2012-10-07,Winter,2012,10,4,0,0,0,Misty/Cloudy,0.44,0.4394,0.54,0.2537,5,6,11,Non-Rush Hour
15361,2012-10-07,Winter,2012,10,5,0,0,0,Misty/Cloudy,0.44,0.4394,0.54,0.1343,2,8,10,Non-Rush Hour
15362,2012-10-07,Winter,2012,10,6,0,0,0,Misty/Cloudy,0.44,0.4394,0.54,0.194,4,19,23,Morning Rush Hour
15363,2012-10-07,Winter,2012,10,7,0,0,0,Light Snow/Rain,0.42,0.4242,0.58,0.1642,6,29,35,Morning Rush Hour
15364,2012-10-07,Winter,2012,10,8,0,0,0,Light Snow/Rain,0.42,0.4242,0.67,0.1343,11,51,62,Morning Rush Hour
15365,2012-10-07,Winter,2012,10,9,0,0,0,Light Snow/Rain,0.4,0.4091,0.71,0.1343,16,70,86,Morning Rush Hour
15366,2012-10-07,Winter,2012,10,10,0,0,0,Misty/Cloudy,0.42,0.4242,0.67,0.194,41,144,185,Non-Rush Hour
15367,2012-10-07,Winter,2012,10,11,0,0,0,Misty/Cloudy,0.42,0.4242,0.71,0.1045,76,260,336,Non-Rush Hour
15368,2012-10-07,Winter,2012,10,12,0,0,0,Misty/Cloudy,0.42,0.4242,0.71,0.0,100,292,392,Non-Rush Hour
15369,2012-10-07,Winter,2012,10,13,0,0,0,Misty/Cloudy,0.44,0.4394,0.72,0.0896,80,240,320,Non-Rush Hour
15370,2012-10-07,Winter,2012,10,14,0,0,0,Misty/Cloudy,0.44,0.4394,0.67,0.0,71,243,314,Non-Rush Hour
15371,2012-10-07,Winter,2012,10,15,0,0,0,Light Snow/Rain,0.42,0.4242,0.77,0.1343,74,232,306,Non-Rush Hour
15372,2012-10-07,Winter,2012,10,16,0,0,0,Light Snow/Rain,0.4,0.4091,0.82,0.1642,87,246,333,Evening Rush Hour
15373,2012-10-07,Winter,2012,10,17,0,0,0,Light Snow/Rain,0.4,0.4091,0.82,0.2239,35,122,157,Evening Rush Hour
15374,2012-10-07,Winter,2012,10,18,0,0,0,Light Snow/Rain,0.4,0.4091,0.82,0.194,24,82,106,Evening Rush Hour
15375,2012-10-07,Winter,2012,10,19,0,0,0,Misty/Cloudy,0.4,0.4091,0.82,0.1045,17,97,114,Evening Rush Hour
15376,2012-10-07,Winter,2012,10,20,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.82,0.1343,19,97,116,Non-Rush Hour
15377,2012-10-07,Winter,2012,10,21,0,0,0,Clear/Partly Cloudy,0.38,0.3939,0.87,0.1045,22,91,113,Non-Rush Hour
15378,2012-10-07,Winter,2012,10,22,0,0,0,Clear/Partly Cloudy,0.38,0.3939,0.87,0.1343,7,72,79,Non-Rush Hour
15379,2012-10-07,Winter,2012,10,23,0,0,0,Clear/Partly Cloudy,0.36,0.3485,0.93,0.1343,12,68,80,Non-Rush Hour
15380,2012-10-08,Winter,2012,10,0,1,1,0,Clear/Partly Cloudy,0.38,0.3939,0.76,0.2836,7,44,51,Non-Rush Hour
15381,2012-10-08,Winter,2012,10,1,1,1,0,Clear/Partly Cloudy,0.34,0.3333,0.87,0.1642,2,35,37,Non-Rush Hour
15382,2012-10-08,Winter,2012,10,2,1,1,0,Clear/Partly Cloudy,0.34,0.3333,0.81,0.194,3,12,15,Non-Rush Hour
15383,2012-10-08,Winter,2012,10,3,1,1,0,Clear/Partly Cloudy,0.34,0.3485,0.81,0.1045,2,8,10,Non-Rush Hour
15384,2012-10-08,Winter,2012,10,4,1,1,0,Clear/Partly Cloudy,0.32,0.3333,0.87,0.1343,1,6,7,Non-Rush Hour
15385,2012-10-08,Winter,2012,10,5,1,1,0,Clear/Partly Cloudy,0.34,0.3182,0.76,0.2239,2,17,19,Non-Rush Hour
15386,2012-10-08,Winter,2012,10,6,1,1,0,Clear/Partly Cloudy,0.34,0.3485,0.76,0.1045,5,54,59,Morning Rush Hour
15387,2012-10-08,Winter,2012,10,7,1,1,0,Misty/Cloudy,0.34,0.3333,0.76,0.1642,3,151,154,Morning Rush Hour
15388,2012-10-08,Winter,2012,10,8,1,1,0,Misty/Cloudy,0.36,0.3485,0.71,0.2239,23,374,397,Morning Rush Hour
15389,2012-10-08,Winter,2012,10,9,1,1,0,Misty/Cloudy,0.38,0.3939,0.66,0.1642,59,273,332,Morning Rush Hour
15390,2012-10-08,Winter,2012,10,10,1,1,0,Misty/Cloudy,0.38,0.3939,0.68,0.1343,69,229,298,Non-Rush Hour
15391,2012-10-08,Winter,2012,10,11,1,1,0,Misty/Cloudy,0.4,0.4091,0.62,0.0896,72,236,308,Non-Rush Hour
15392,2012-10-08,Winter,2012,10,12,1,1,0,Misty/Cloudy,0.42,0.4242,0.63,0.1642,74,267,341,Non-Rush Hour
15393,2012-10-08,Winter,2012,10,13,1,1,0,Misty/Cloudy,0.42,0.4242,0.62,0.194,82,323,405,Non-Rush Hour
15394,2012-10-08,Winter,2012,10,14,1,1,0,Misty/Cloudy,0.42,0.4242,0.58,0.1045,121,299,420,Non-Rush Hour
15395,2012-10-08,Winter,2012,10,15,1,1,0,Light Snow/Rain,0.42,0.4242,0.58,0.194,76,294,370,Non-Rush Hour
15396,2012-10-08,Winter,2012,10,16,1,1,0,Light Snow/Rain,0.42,0.4242,0.58,0.194,61,316,377,Evening Rush Hour
15397,2012-10-08,Winter,2012,10,17,1,1,0,Misty/Cloudy,0.42,0.4242,0.66,0.2537,81,416,497,Evening Rush Hour
15398,2012-10-08,Winter,2012,10,18,1,1,0,Misty/Cloudy,0.42,0.4242,0.66,0.2836,41,415,456,Evening Rush Hour
15399,2012-10-08,Winter,2012,10,19,1,1,0,Misty/Cloudy,0.4,0.4091,0.71,0.2537,38,333,371,Evening Rush Hour
15400,2012-10-08,Winter,2012,10,20,1,1,0,Light Snow/Rain,0.4,0.4091,0.71,0.2239,20,207,227,Non-Rush Hour
15401,2012-10-08,Winter,2012,10,21,1,1,0,Misty/Cloudy,0.4,0.4091,0.76,0.2239,17,134,151,Non-Rush Hour
15402,2012-10-08,Winter,2012,10,22,1,1,0,Light Snow/Rain,0.4,0.4091,0.76,0.2537,6,101,107,Non-Rush Hour
15403,2012-10-08,Winter,2012,10,23,1,1,0,Misty/Cloudy,0.4,0.4091,0.71,0.2239,9,60,69,Non-Rush Hour
15404,2012-10-09,Winter,2012,10,0,0,2,1,Misty/Cloudy,0.38,0.3939,0.82,0.2239,9,22,31,Non-Rush Hour
15405,2012-10-09,Winter,2012,10,1,0,2,1,Light Snow/Rain,0.36,0.3485,0.87,0.2239,0,13,13,Non-Rush Hour
15406,2012-10-09,Winter,2012,10,2,0,2,1,Light Snow/Rain,0.36,0.3333,0.87,0.2537,2,5,7,Non-Rush Hour
15407,2012-10-09,Winter,2012,10,3,0,2,1,Light Snow/Rain,0.36,0.3333,0.87,0.2836,0,3,3,Non-Rush Hour
15408,2012-10-09,Winter,2012,10,4,0,2,1,Light Snow/Rain,0.36,0.3485,0.87,0.1642,1,6,7,Non-Rush Hour
15409,2012-10-09,Winter,2012,10,5,0,2,1,Misty/Cloudy,0.38,0.3939,0.82,0.194,0,19,19,Non-Rush Hour
15410,2012-10-09,Winter,2012,10,6,0,2,1,Misty/Cloudy,0.38,0.3939,0.82,0.2537,2,141,143,Morning Rush Hour
15411,2012-10-09,Winter,2012,10,7,0,2,1,Clear/Partly Cloudy,0.38,0.3939,0.83,0.2537,5,357,362,Morning Rush Hour
15412,2012-10-09,Winter,2012,10,8,0,2,1,Misty/Cloudy,0.42,0.4242,0.8,0.194,15,698,713,Morning Rush Hour
15413,2012-10-09,Winter,2012,10,9,0,2,1,Misty/Cloudy,0.42,0.4242,0.77,0.2239,37,345,382,Morning Rush Hour
15414,2012-10-09,Winter,2012,10,10,0,2,1,Misty/Cloudy,0.44,0.4394,0.75,0.2239,33,131,164,Non-Rush Hour
15415,2012-10-09,Winter,2012,10,11,0,2,1,Misty/Cloudy,0.48,0.4697,0.69,0.194,37,156,193,Non-Rush Hour
15416,2012-10-09,Winter,2012,10,12,0,2,1,Misty/Cloudy,0.48,0.4697,0.69,0.194,43,217,260,Non-Rush Hour
15417,2012-10-09,Winter,2012,10,13,0,2,1,Misty/Cloudy,0.5,0.4848,0.67,0.1343,54,184,238,Non-Rush Hour
15418,2012-10-09,Winter,2012,10,14,0,2,1,Misty/Cloudy,0.54,0.5152,0.64,0.194,43,201,244,Non-Rush Hour
15419,2012-10-09,Winter,2012,10,15,0,2,1,Misty/Cloudy,0.52,0.5,0.63,0.1642,59,195,254,Non-Rush Hour
15420,2012-10-09,Winter,2012,10,16,0,2,1,Misty/Cloudy,0.5,0.4848,0.72,0.1642,70,354,424,Evening Rush Hour
15421,2012-10-09,Winter,2012,10,17,0,2,1,Misty/Cloudy,0.52,0.5,0.68,0.1642,73,733,806,Evening Rush Hour
15422,2012-10-09,Winter,2012,10,18,0,2,1,Misty/Cloudy,0.5,0.4848,0.72,0.2239,26,758,784,Evening Rush Hour
15423,2012-10-09,Winter,2012,10,19,0,2,1,Misty/Cloudy,0.5,0.4848,0.72,0.1642,31,483,514,Evening Rush Hour
15424,2012-10-09,Winter,2012,10,20,0,2,1,Misty/Cloudy,0.5,0.4848,0.72,0.1642,30,330,360,Non-Rush Hour
15425,2012-10-09,Winter,2012,10,21,0,2,1,Misty/Cloudy,0.48,0.4697,0.77,0.1343,16,209,225,Non-Rush Hour
15426,2012-10-09,Winter,2012,10,22,0,2,1,Misty/Cloudy,0.48,0.4697,0.77,0.0896,7,155,162,Non-Rush Hour
15427,2012-10-09,Winter,2012,10,23,0,2,1,Misty/Cloudy,0.48,0.4697,0.77,0.0896,8,76,84,Non-Rush Hour
15428,2012-10-10,Winter,2012,10,0,0,3,1,Misty/Cloudy,0.46,0.4545,0.88,0.0896,0,33,33,Non-Rush Hour
15429,2012-10-10,Winter,2012,10,1,0,3,1,Misty/Cloudy,0.46,0.4545,0.88,0.0,2,6,8,Non-Rush Hour
15430,2012-10-10,Winter,2012,10,2,0,3,1,Misty/Cloudy,0.46,0.4545,0.88,0.0,2,6,8,Non-Rush Hour
15431,2012-10-10,Winter,2012,10,3,0,3,1,Misty/Cloudy,0.46,0.4545,0.88,0.0,0,6,6,Non-Rush Hour
15432,2012-10-10,Winter,2012,10,4,0,3,1,Misty/Cloudy,0.46,0.4545,0.88,0.1045,0,6,6,Non-Rush Hour
15433,2012-10-10,Winter,2012,10,5,0,3,1,Misty/Cloudy,0.46,0.4545,0.88,0.0896,2,38,40,Non-Rush Hour
15434,2012-10-10,Winter,2012,10,6,0,3,1,Misty/Cloudy,0.46,0.4545,0.88,0.0896,3,172,175,Morning Rush Hour
15435,2012-10-10,Winter,2012,10,7,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.1045,9,498,507,Morning Rush Hour
15436,2012-10-10,Winter,2012,10,8,0,3,1,Clear/Partly Cloudy,0.5,0.4848,0.77,0.1642,33,806,839,Morning Rush Hour
15437,2012-10-10,Winter,2012,10,9,0,3,1,Clear/Partly Cloudy,0.54,0.5152,0.6,0.2836,35,331,366,Morning Rush Hour
15438,2012-10-10,Winter,2012,10,10,0,3,1,Clear/Partly Cloudy,0.56,0.5303,0.52,0.2985,27,190,217,Non-Rush Hour
15439,2012-10-10,Winter,2012,10,11,0,3,1,Clear/Partly Cloudy,0.54,0.5152,0.52,0.194,53,238,291,Non-Rush Hour
15440,2012-10-10,Winter,2012,10,12,0,3,1,Clear/Partly Cloudy,0.54,0.5152,0.56,0.2239,78,312,390,Non-Rush Hour
15441,2012-10-10,Winter,2012,10,13,0,3,1,Clear/Partly Cloudy,0.56,0.5303,0.49,0.0,60,237,297,Non-Rush Hour
15442,2012-10-10,Winter,2012,10,14,0,3,1,Clear/Partly Cloudy,0.6,0.6212,0.4,0.1642,63,208,271,Non-Rush Hour
15443,2012-10-10,Winter,2012,10,15,0,3,1,Clear/Partly Cloudy,0.6,0.6212,0.4,0.1642,58,261,319,Non-Rush Hour
15444,2012-10-10,Winter,2012,10,16,0,3,1,Clear/Partly Cloudy,0.6,0.6212,0.4,0.2239,92,474,566,Evening Rush Hour
15445,2012-10-10,Winter,2012,10,17,0,3,1,Clear/Partly Cloudy,0.58,0.5455,0.43,0.2239,91,857,948,Evening Rush Hour
15446,2012-10-10,Winter,2012,10,18,0,3,1,Misty/Cloudy,0.56,0.5303,0.49,0.1642,57,787,844,Evening Rush Hour
15447,2012-10-10,Winter,2012,10,19,0,3,1,Misty/Cloudy,0.56,0.5303,0.46,0.5821,32,534,566,Evening Rush Hour
15448,2012-10-10,Winter,2012,10,20,0,3,1,Clear/Partly Cloudy,0.52,0.5,0.48,0.4925,21,371,392,Non-Rush Hour
15449,2012-10-10,Winter,2012,10,21,0,3,1,Clear/Partly Cloudy,0.5,0.4848,0.51,0.3582,18,251,269,Non-Rush Hour
15450,2012-10-10,Winter,2012,10,22,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.55,0.2985,27,170,197,Non-Rush Hour
15451,2012-10-10,Winter,2012,10,23,0,3,1,Clear/Partly Cloudy,0.44,0.4394,0.58,0.194,17,119,136,Non-Rush Hour
15452,2012-10-11,Winter,2012,10,0,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.51,0.1343,1,41,42,Non-Rush Hour
15453,2012-10-11,Winter,2012,10,1,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.47,0.194,1,10,11,Non-Rush Hour
15454,2012-10-11,Winter,2012,10,2,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.5,0.1343,4,7,11,Non-Rush Hour
15455,2012-10-11,Winter,2012,10,3,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.47,0.2985,0,3,3,Non-Rush Hour
15456,2012-10-11,Winter,2012,10,4,0,4,1,Clear/Partly Cloudy,0.4,0.4091,0.5,0.2537,0,10,10,Non-Rush Hour
15457,2012-10-11,Winter,2012,10,5,0,4,1,Clear/Partly Cloudy,0.36,0.3485,0.5,0.1642,0,42,42,Non-Rush Hour
15458,2012-10-11,Winter,2012,10,6,0,4,1,Clear/Partly Cloudy,0.36,0.3485,0.5,0.1642,1,158,159,Morning Rush Hour
15459,2012-10-11,Winter,2012,10,7,0,4,1,Clear/Partly Cloudy,0.36,0.3333,0.5,0.2537,11,467,478,Morning Rush Hour
15460,2012-10-11,Winter,2012,10,8,0,4,1,Clear/Partly Cloudy,0.38,0.3939,0.46,0.3881,25,773,798,Morning Rush Hour
15461,2012-10-11,Winter,2012,10,9,0,4,1,Clear/Partly Cloudy,0.4,0.4091,0.43,0.3881,27,328,355,Morning Rush Hour
15462,2012-10-11,Winter,2012,10,10,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.41,0.3582,39,165,204,Non-Rush Hour
15463,2012-10-11,Winter,2012,10,11,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.36,0.0,76,175,251,Non-Rush Hour
15464,2012-10-11,Winter,2012,10,12,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.36,0.0,47,279,326,Non-Rush Hour
15465,2012-10-11,Winter,2012,10,13,0,4,1,Clear/Partly Cloudy,0.5,0.4848,0.31,0.1045,48,243,291,Non-Rush Hour
15466,2012-10-11,Winter,2012,10,14,0,4,1,Clear/Partly Cloudy,0.52,0.5,0.32,0.0896,78,270,348,Non-Rush Hour
15467,2012-10-11,Winter,2012,10,15,0,4,1,Clear/Partly Cloudy,0.52,0.5,0.34,0.1642,102,358,460,Non-Rush Hour
15468,2012-10-11,Winter,2012,10,16,0,4,1,Clear/Partly Cloudy,0.5,0.4848,0.36,0.1343,68,413,481,Evening Rush Hour
15469,2012-10-11,Winter,2012,10,17,0,4,1,Clear/Partly Cloudy,0.5,0.4848,0.39,0.2836,90,737,827,Evening Rush Hour
15470,2012-10-11,Winter,2012,10,18,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.44,0.1642,64,628,692,Evening Rush Hour
15471,2012-10-11,Winter,2012,10,19,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.51,0.1343,81,662,743,Evening Rush Hour
15472,2012-10-11,Winter,2012,10,20,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.62,0.1642,27,388,415,Non-Rush Hour
15473,2012-10-11,Winter,2012,10,21,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.62,0.1343,24,236,260,Non-Rush Hour
15474,2012-10-11,Winter,2012,10,22,0,4,1,Clear/Partly Cloudy,0.4,0.4091,0.66,0.1642,10,167,177,Non-Rush Hour
15475,2012-10-11,Winter,2012,10,23,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.58,0.0896,10,176,186,Non-Rush Hour
15476,2012-10-12,Winter,2012,10,0,0,5,1,Clear/Partly Cloudy,0.4,0.4091,0.66,0.1045,8,60,68,Non-Rush Hour
15477,2012-10-12,Winter,2012,10,1,0,5,1,Clear/Partly Cloudy,0.4,0.4091,0.66,0.0896,8,29,37,Non-Rush Hour
15478,2012-10-12,Winter,2012,10,2,0,5,1,Clear/Partly Cloudy,0.4,0.4091,0.66,0.0896,0,16,16,Non-Rush Hour
15479,2012-10-12,Winter,2012,10,3,0,5,1,Clear/Partly Cloudy,0.36,0.3636,0.76,0.0896,0,6,6,Non-Rush Hour
15480,2012-10-12,Winter,2012,10,4,0,5,1,Clear/Partly Cloudy,0.36,0.3636,0.76,0.1045,0,8,8,Non-Rush Hour
15481,2012-10-12,Winter,2012,10,5,0,5,1,Clear/Partly Cloudy,0.36,0.3636,0.81,0.0896,2,33,35,Non-Rush Hour
15482,2012-10-12,Winter,2012,10,6,0,5,1,Clear/Partly Cloudy,0.34,0.3485,0.81,0.0896,3,140,143,Morning Rush Hour
15483,2012-10-12,Winter,2012,10,7,0,5,1,Clear/Partly Cloudy,0.36,0.3636,0.81,0.0896,8,384,392,Morning Rush Hour
15484,2012-10-12,Winter,2012,10,8,0,5,1,Clear/Partly Cloudy,0.42,0.4242,0.71,0.0896,34,711,745,Morning Rush Hour
15485,2012-10-12,Winter,2012,10,9,0,5,1,Clear/Partly Cloudy,0.5,0.4848,0.39,0.2985,26,374,400,Morning Rush Hour
15486,2012-10-12,Winter,2012,10,10,0,5,1,Clear/Partly Cloudy,0.52,0.5,0.36,0.2985,75,200,275,Non-Rush Hour
15487,2012-10-12,Winter,2012,10,11,0,5,1,Clear/Partly Cloudy,0.54,0.5152,0.37,0.3582,61,252,313,Non-Rush Hour
15488,2012-10-12,Winter,2012,10,12,0,5,1,Clear/Partly Cloudy,0.54,0.5152,0.39,0.4627,75,312,387,Non-Rush Hour
15489,2012-10-12,Winter,2012,10,13,0,5,1,Clear/Partly Cloudy,0.56,0.5303,0.37,0.3881,81,300,381,Non-Rush Hour
15490,2012-10-12,Winter,2012,10,14,0,5,1,Clear/Partly Cloudy,0.56,0.5303,0.37,0.4627,109,262,371,Non-Rush Hour
15491,2012-10-12,Winter,2012,10,15,0,5,1,Clear/Partly Cloudy,0.52,0.5,0.42,0.4478,138,317,455,Non-Rush Hour
15492,2012-10-12,Winter,2012,10,16,0,5,1,Clear/Partly Cloudy,0.46,0.4545,0.41,0.3582,108,412,520,Evening Rush Hour
15493,2012-10-12,Winter,2012,10,17,0,5,1,Clear/Partly Cloudy,0.46,0.4545,0.38,0.3881,131,706,837,Evening Rush Hour
15494,2012-10-12,Winter,2012,10,18,0,5,1,Clear/Partly Cloudy,0.44,0.4394,0.38,0.2985,76,566,642,Evening Rush Hour
15495,2012-10-12,Winter,2012,10,19,0,5,1,Clear/Partly Cloudy,0.42,0.4242,0.41,0.2239,40,453,493,Evening Rush Hour
15496,2012-10-12,Winter,2012,10,20,0,5,1,Clear/Partly Cloudy,0.42,0.4242,0.47,0.1343,28,280,308,Non-Rush Hour
15497,2012-10-12,Winter,2012,10,21,0,5,1,Clear/Partly Cloudy,0.4,0.4091,0.54,0.194,21,169,190,Non-Rush Hour
15498,2012-10-12,Winter,2012,10,22,0,5,1,Clear/Partly Cloudy,0.4,0.4091,0.47,0.2985,17,143,160,Non-Rush Hour
15499,2012-10-12,Winter,2012,10,23,0,5,1,Clear/Partly Cloudy,0.36,0.3485,0.57,0.194,11,89,100,Non-Rush Hour
15500,2012-10-13,Winter,2012,10,0,0,6,0,Clear/Partly Cloudy,0.36,0.3636,0.57,0.0896,31,218,249,Non-Rush Hour
15501,2012-10-13,Winter,2012,10,1,0,6,0,Clear/Partly Cloudy,0.34,0.3333,0.53,0.1343,23,123,146,Non-Rush Hour
15502,2012-10-13,Winter,2012,10,2,0,6,0,Clear/Partly Cloudy,0.34,0.3333,0.53,0.194,7,60,67,Non-Rush Hour
15503,2012-10-13,Winter,2012,10,3,0,6,0,Clear/Partly Cloudy,0.32,0.303,0.66,0.2239,2,13,15,Non-Rush Hour
15504,2012-10-13,Winter,2012,10,4,0,6,0,Clear/Partly Cloudy,0.3,0.303,0.65,0.1642,2,9,11,Non-Rush Hour
15505,2012-10-13,Winter,2012,10,5,0,6,0,Clear/Partly Cloudy,0.3,0.2879,0.61,0.194,0,11,11,Non-Rush Hour
15506,2012-10-13,Winter,2012,10,6,0,6,0,Clear/Partly Cloudy,0.3,0.2879,0.61,0.194,5,23,28,Morning Rush Hour
15507,2012-10-13,Winter,2012,10,7,0,6,0,Clear/Partly Cloudy,0.3,0.303,0.61,0.1642,10,60,70,Morning Rush Hour
15508,2012-10-13,Winter,2012,10,8,0,6,0,Clear/Partly Cloudy,0.34,0.3485,0.53,0.1045,23,151,174,Morning Rush Hour
15509,2012-10-13,Winter,2012,10,9,0,6,0,Clear/Partly Cloudy,0.36,0.3636,0.5,0.0896,46,220,266,Morning Rush Hour
15510,2012-10-13,Winter,2012,10,10,0,6,0,Clear/Partly Cloudy,0.4,0.4091,0.43,0.0,82,265,347,Non-Rush Hour
15511,2012-10-13,Winter,2012,10,11,0,6,0,Clear/Partly Cloudy,0.42,0.4242,0.35,0.1343,192,335,527,Non-Rush Hour
15512,2012-10-13,Winter,2012,10,12,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.35,0.0,202,371,573,Non-Rush Hour
15513,2012-10-13,Winter,2012,10,13,0,6,0,Clear/Partly Cloudy,0.46,0.4545,0.36,0.194,235,435,670,Non-Rush Hour
15514,2012-10-13,Winter,2012,10,14,0,6,0,Clear/Partly Cloudy,0.48,0.4697,0.33,0.194,243,354,597,Non-Rush Hour
15515,2012-10-13,Winter,2012,10,15,0,6,0,Clear/Partly Cloudy,0.5,0.4848,0.36,0.194,251,364,615,Non-Rush Hour
15516,2012-10-13,Winter,2012,10,16,0,6,0,Clear/Partly Cloudy,0.5,0.4848,0.31,0.194,294,343,637,Evening Rush Hour
15517,2012-10-13,Winter,2012,10,17,0,6,0,Clear/Partly Cloudy,0.46,0.4545,0.38,0.1642,193,335,528,Evening Rush Hour
15518,2012-10-13,Winter,2012,10,18,0,6,0,Clear/Partly Cloudy,0.46,0.4545,0.44,0.1343,174,299,473,Evening Rush Hour
15519,2012-10-13,Winter,2012,10,19,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.44,0.1642,73,259,332,Evening Rush Hour
15520,2012-10-13,Winter,2012,10,20,0,6,0,Clear/Partly Cloudy,0.4,0.4091,0.54,0.0896,57,198,255,Non-Rush Hour
15521,2012-10-13,Winter,2012,10,21,0,6,0,Clear/Partly Cloudy,0.4,0.4091,0.58,0.194,47,157,204,Non-Rush Hour
15522,2012-10-13,Winter,2012,10,22,0,6,0,Clear/Partly Cloudy,0.4,0.4091,0.62,0.0,33,156,189,Non-Rush Hour
15523,2012-10-13,Winter,2012,10,23,0,6,0,Clear/Partly Cloudy,0.42,0.4242,0.58,0.2985,27,98,125,Non-Rush Hour
15524,2012-10-14,Winter,2012,10,0,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.71,0.2537,8,103,111,Non-Rush Hour
15525,2012-10-14,Winter,2012,10,1,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.77,0.2836,16,96,112,Non-Rush Hour
15526,2012-10-14,Winter,2012,10,2,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.76,0.0896,8,58,66,Non-Rush Hour
15527,2012-10-14,Winter,2012,10,3,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.77,0.2985,3,25,28,Non-Rush Hour
15528,2012-10-14,Winter,2012,10,4,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.77,0.2836,2,10,12,Non-Rush Hour
15529,2012-10-14,Winter,2012,10,5,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.82,0.194,5,6,11,Non-Rush Hour
15530,2012-10-14,Winter,2012,10,6,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.82,0.1642,4,20,24,Morning Rush Hour
15531,2012-10-14,Winter,2012,10,7,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.82,0.2239,7,44,51,Morning Rush Hour
15532,2012-10-14,Winter,2012,10,8,0,0,0,Clear/Partly Cloudy,0.44,0.4394,0.77,0.194,28,104,132,Morning Rush Hour
15533,2012-10-14,Winter,2012,10,9,0,0,0,Misty/Cloudy,0.48,0.4697,0.67,0.2836,62,161,223,Morning Rush Hour
15534,2012-10-14,Winter,2012,10,10,0,0,0,Clear/Partly Cloudy,0.54,0.5152,0.56,0.194,150,278,428,Non-Rush Hour
15535,2012-10-14,Winter,2012,10,11,0,0,0,Clear/Partly Cloudy,0.56,0.5303,0.52,0.2985,156,338,494,Non-Rush Hour
15536,2012-10-14,Winter,2012,10,12,0,0,0,Clear/Partly Cloudy,0.62,0.6212,0.46,0.3284,200,362,562,Non-Rush Hour
15537,2012-10-14,Winter,2012,10,13,0,0,0,Clear/Partly Cloudy,0.64,0.6212,0.41,0.4478,218,401,619,Non-Rush Hour
15538,2012-10-14,Winter,2012,10,14,0,0,0,Clear/Partly Cloudy,0.66,0.6212,0.39,0.4179,249,368,617,Non-Rush Hour
15539,2012-10-14,Winter,2012,10,15,0,0,0,Clear/Partly Cloudy,0.66,0.6212,0.39,0.4179,213,355,568,Non-Rush Hour
15540,2012-10-14,Winter,2012,10,16,0,0,0,Clear/Partly Cloudy,0.64,0.6212,0.41,0.2985,203,378,581,Evening Rush Hour
